서울특별시,성북구,한식,청년밥상 문간,02-743-6031,"서울특별시 성북구 보국문로11길 18-2, 2층",김치찌개,3000, 사리 ,1000.0,ChIJlz8UmO-8fDURpIK8cfvXsts,"[{'open': {'day': 1, 'hour': 11, 'minute': 0}, 'close': {'day': 1, 'hour': 15, 'minute': 0}}, {'open': {'day': 1, 'hour': 17, 'minute': 0}, 'close': {'day': 1, 'hour': 21, 'minute': 0}}, {'open': {'day': 2, 'hour': 11, 'minute': 0}, 'close': {'day': 2, 'hour': 15, 'minute': 0}}, {'open': {'day': 2, 'hour': 17, 'minute': 0}, 'close': {'day': 2, 'hour': 21, 'minute': 0}}, {'open': {'day': 3, 'hour': 11, 'minute': 0}, 'close': {'day': 3, 'hour': 15, 'minute': 0}}, {'open': {'day': 3, 'hour': 17, 'minute': 0}, 'close': {'day': 3, 'hour': 21, 'minute': 0}}, {'open': {'day': 4, 'hour': 11, 'minute': 0}, 'close': {'day': 4, 'hour': 15, 'minute': 0}}, {'open': {'day': 4, 'hour': 17, 'minute': 0}, 'close': {'day': 4, 'hour': 21, 'minute': 0}}, {'open': {'day': 5, 'hour': 11, 'minute': 0}, 'close': {'day': 5, 'hour': 15, 'minute': 0}}, {'open': {'day': 5, 'hour': 17, 'minute': 0}, 'close': {'day': 5, 'hour': 21, 'minute': 0}}, {'open': {'day': 6, 'hour': 11, 'minute': 0}, 'close': {'day': 6, 'hour': 15, 'minute': 0}}, {'open': {'day': 6, 'hour': 17, 'minute': 0}, 'close': {'day': 6, 'hour': 21, 'minute': 0}}]","['월요일: 11:00AM–3:00PM, 5:00–9:00PM', '화요일: 11:00AM–3:00PM, 5:00–9:00PM', '수요일: 11:00AM–3:00PM, 5:00–9:00PM', '목요일: 11:00AM–3:00PM, 5:00–9:00PM', '금요일: 11:00AM–3:00PM, 5:00–9:00PM', '토요일: 11:00AM–3:00PM, 5:00–9:00PM', '일요일: 휴무일']","https://babsim-bucket.s3.amazonaws.com/place_images/ChIJlz8UmO-8fDURpIK8cfvXsts_1.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJlz8UmO-8fDURpIK8cfvXsts_2.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJlz8UmO-8fDURpIK8cfvXsts_3.jpg",37.6088713,127.0090825
강원특별자치도,원주시,한식,학교앞분식집,,강원특별자치도 원주시 남원로 441-15 (명륜동) 1층 108호,떡볶이,3000,피카츄돈까스,1000.0,ChIJE7eiURp1YzURfLPsTRLP1x4,"[{'open': {'day': 0, 'hour': 7, 'minute': 30}, 'close': {'day': 0, 'hour': 19, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 30}, 'close': {'day': 2, 'hour': 19, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 30}, 'close': {'day': 3, 'hour': 19, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 30}, 'close': {'day': 4, 'hour': 19, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 30}, 'close': {'day': 5, 'hour': 19, 'minute': 0}}, {'open': {'day': 6, 'hour': 7, 'minute': 30}, 'close': {'day': 6, 'hour': 19, 'minute': 0}}]","['월요일: 휴무일', '화요일: 7:30AM–7:00PM', '수요일: 7:30AM–7:00PM', '목요일: 7:30AM–7:00PM', '금요일: 7:30AM–7:00PM', '토요일: 7:30AM–7:00PM', '일요일: 7:30AM–7:00PM']","https://babsim-bucket.s3.amazonaws.com/place_images/ChIJE7eiURp1YzURfLPsTRLP1x4_1.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJE7eiURp1YzURfLPsTRLP1x4_2.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJE7eiURp1YzURfLPsTRLP1x4_3.jpg",37.3261491,127.9394599
인천광역시,동구,한식,냠냠분식,032-777-3355,"인천광역시 동구 수문통로 39, 1층 (송현동)",떡볶이,3500,튀김만두(2개),1000.0,ChIJGbYOssF4ezURfjYdhb7Qd0E,[],[],,37.4798445,126.633971
충청남도,공주시,한식,반줄김밥,041-856-4021,충청남도 공주시 산성시장2길 56-5 (산성동),김밥(1팩-5),4000,"반줄(참치,고추,치즈)",1000.0,ChIJrZYp7ve5ejURLPkkodN0gNY,"[{'open': {'day': 0, 'hour': 11, 'minute': 0}, 'close': {'day': 0, 'hour': 21, 'minute': 0}}, {'open': {'day': 1, 'hour': 11, 'minute': 0}, 'close': {'day': 1, 'hour': 21, 'minute': 0}}, {'open': {'day': 2, 'hour': 11, 'minute': 0}, 'close': {'day': 2, 'hour': 21, 'minute': 0}}, {'open': {'day': 3, 'hour': 11, 'minute': 0}, 'close': {'day': 3, 'hour': 21, 'minute': 0}}, {'open': {'day': 4, 'hour': 11, 'minute': 0}, 'close': {'day': 4, 'hour': 21, 'minute': 0}}, {'open': {'day': 5, 'hour': 11, 'minute': 0}, 'close': {'day': 5, 'hour': 21, 'minute': 0}}, {'open': {'day': 6, 'hour': 11, 'minute': 0}, 'close': {'day': 6, 'hour': 21, 'minute': 0}}]","['월요일: 11:00AM–9:00PM', '화요일: 11:00AM–9:00PM', '수요일: 11:00AM–9:00PM', '목요일: 11:00AM–9:00PM', '금요일: 11:00AM–9:00PM', '토요일: 11:00AM–9:00PM', '일요일: 11:00AM–9:00PM']","https://babsim-bucket.s3.amazonaws.com/place_images/ChIJrZYp7ve5ejURLPkkodN0gNY_1.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJrZYp7ve5ejURLPkkodN0gNY_2.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJrZYp7ve5ejURLPkkodN0gNY_3.jpg",36.4576941,127.1237481
충청북도,청주시,한식,만나김치식당,,충청북도 청주시 서원구 남이면 양촌2길 12,백반,6000,아침식사,1000.0,ChIJ_e12pmPfZDURKXKMTK8sORY,[],[],,36.5913165,127.4682791
경상남도,통영시,한식,순정빵집,055-649-0401,경상남도 통영시 데메4길 15 (도남동) 순정빵집,마들렌,500,단팥도넛,1300.0,ChIJbQP7EGfHbjURNgfGm9N1fxQ,[],[],,34.8286308,128.4236539
부산광역시,서구,한식,광화식품,051-256-6833,부산광역시 서구 구덕로148번길 40 (토성동4가),국산두부(600g),3500,수입두부(600g),1500.0,ChIJ4_umEqTpaDURKC7UlqmOuy8,[],[],,35.0980292,129.0229094
충청남도,천안시,한식,듀팡과자점,041-556-0456,충청남도 천안시 서북구 늘푸른5길 22 (두정동) 102호,슈크림빵,1600,단팥빵,1700.0,ChIJ396no3koezURt-LS8AR4aHk,"[{'open': {'day': 0, 'hour': 9, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 9, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 9, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 9, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 9, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 9, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}]","['월요일: 9:00AM–10:00PM', '화요일: 9:00AM–10:00PM', '수요일: 9:00AM–10:00PM', '목요일: 9:00AM–10:00PM', '금요일: 9:00AM–10:00PM', '토요일: 9:00AM–10:00PM', '일요일: 9:00AM–10:00PM']","https://babsim-bucket.s3.amazonaws.com/place_images/ChIJ396no3koezURt-LS8AR4aHk_1.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJ396no3koezURt-LS8AR4aHk_2.jpg",36.8273293,127.1296515
제주특별자치도,제주시,한식,평대당,,제주특별자치도 제주시 구좌읍 구좌로 29-1 1층,휘낭시에,1500,마들렌,1800.0,ChIJdSrkzqAXDTUR4h0VNBgAgFQ,"[{'open': {'day': 0, 'hour': 12, 'minute': 0}, 'close': {'day': 0, 'hour': 23, 'minute': 0}}, {'open': {'day': 1, 'hour': 12, 'minute': 0}, 'close': {'day': 1, 'hour': 23, 'minute': 0}}, {'open': {'day': 2, 'hour': 12, 'minute': 0}, 'close': {'day': 2, 'hour': 23, 'minute': 0}}, {'open': {'day': 5, 'hour': 12, 'minute': 0}, 'close': {'day': 5, 'hour': 23, 'minute': 0}}, {'open': {'day': 6, 'hour': 12, 'minute': 0}, 'close': {'day': 6, 'hour': 23, 'minute': 0}}]","['월요일: 12:00–11:00PM', '화요일: 12:00–11:00PM', '수요일: 휴무일', '목요일: 휴무일', '금요일: 12:00–11:00PM', '토요일: 12:00–11:00PM', '일요일: 12:00–11:00PM']","https://babsim-bucket.s3.amazonaws.com/place_images/ChIJdSrkzqAXDTUR4h0VNBgAgFQ_1.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJdSrkzqAXDTUR4h0VNBgAgFQ_2.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJdSrkzqAXDTUR4h0VNBgAgFQ_3.jpg",33.523617,126.854736
부산광역시,사하구,한식,초록꼬마김밥,051-206-3143,부산광역시 사하구 낙동대로410번길 24(당리동),꼬마김밥(1줄),800,부산어묵(3개),2000.0,ChIJUYDfW2LCaDURsbM44rvujXU,"[{'open': {'day': 1, 'hour': 11, 'minute': 0}, 'close': {'day': 2, 'hour': 2, 'minute': 0}}, {'open': {'day': 2, 'hour': 11, 'minute': 0}, 'close': {'day': 3, 'hour': 2, 'minute': 0}}, {'open': {'day': 3, 'hour': 11, 'minute': 0}, 'close': {'day': 4, 'hour': 2, 'minute': 0}}, {'open': {'day': 4, 'hour': 11, 'minute': 0}, 'close': {'day': 5, 'hour': 2, 'minute': 0}}, {'open': {'day': 5, 'hour': 11, 'minute': 0}, 'close': {'day': 6, 'hour': 2, 'minute': 0}}, {'open': {'day': 6, 'hour': 11, 'minute': 0}, 'close': {'day': 0, 'hour': 2, 'minute': 0}}]","['월요일: 11:00AM–2:00AM', '화요일: 11:00AM–2:00AM', '수요일: 11:00AM–2:00AM', '목요일: 11:00AM–2:00AM', '금요일: 11:00AM–2:00AM', '토요일: 11:00AM–2:00AM', '일요일: 휴무일']","https://babsim-bucket.s3.amazonaws.com/place_images/ChIJUYDfW2LCaDURsbM44rvujXU_1.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJUYDfW2LCaDURsbM44rvujXU_2.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJUYDfW2LCaDURsbM44rvujXU_3.jpg",35.104807,128.9742801
제주특별자치도,서귀포시,한식,간식창고,123123123,제주특별자치도 서귀포시 효돈로 158 (하효동) 1층,피카츄돈가스,1500,탕후루(아이스),2000.0,ChIJi7n5Iu6rDTURZ422TFhWooQ,"[{'open': {'day': 1, 'hour': 13, 'minute': 0}, 'close': {'day': 1, 'hour': 18, 'minute': 0}}, {'open': {'day': 2, 'hour': 13, 'minute': 0}, 'close': {'day': 2, 'hour': 18, 'minute': 0}}, {'open': {'day': 3, 'hour': 13, 'minute': 0}, 'close': {'day': 3, 'hour': 18, 'minute': 0}}, {'open': {'day': 4, 'hour': 13, 'minute': 0}, 'close': {'day': 4, 'hour': 18, 'minute': 0}}, {'open': {'day': 5, 'hour': 13, 'minute': 0}, 'close': {'day': 5, 'hour': 18, 'minute': 0}}, {'open': {'day': 6, 'hour': 11, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 0}}]","['월요일: 1:00–6:00PM', '화요일: 1:00–6:00PM', '수요일: 1:00–6:00PM', '목요일: 1:00–6:00PM', '금요일: 1:00–6:00PM', '토요일: 11:00AM–5:00PM', '일요일: 휴무일']","https://babsim-bucket.s3.amazonaws.com/place_images/ChIJi7n5Iu6rDTURZ422TFhWooQ_1.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJi7n5Iu6rDTURZ422TFhWooQ_2.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJi7n5Iu6rDTURZ422TFhWooQ_3.jpg",33.2634615,126.615621
부산광역시,부산진구,한식,대박분식,0507-1412-1654,부산광역시 부산진구 가야대로482번길 14(개금동),김밥,2000,떡볶이,2000.0,ChIJSSeC2lPqaDURRK8dbVNYEi8,"[{'open': {'day': 0, 'hour': 11, 'minute': 0}, 'close': {'day': 0, 'hour': 21, 'minute': 0}}, {'open': {'day': 1, 'hour': 11, 'minute': 0}, 'close': {'day': 1, 'hour': 21, 'minute': 0}}, {'open': {'day': 2, 'hour': 11, 'minute': 0}, 'close': {'day': 2, 'hour': 21, 'minute': 0}}, {'open': {'day': 3, 'hour': 11, 'minute': 0}, 'close': {'day': 3, 'hour': 21, 'minute': 0}}, {'open': {'day': 4, 'hour': 11, 'minute': 0}, 'close': {'day': 4, 'hour': 21, 'minute': 0}}, {'open': {'day': 5, 'hour': 11, 'minute': 0}, 'close': {'day': 5, 'hour': 21, 'minute': 0}}, {'open': {'day': 6, 'hour': 11, 'minute': 0}, 'close': {'day': 6, 'hour': 21, 'minute': 0}}]","['월요일: 11:00AM–9:00PM', '화요일: 11:00AM–9:00PM', '수요일: 11:00AM–9:00PM', '목요일: 11:00AM–9:00PM', '금요일: 11:00AM–9:00PM', '토요일: 11:00AM–9:00PM', '일요일: 11:00AM–9:00PM']","https://babsim-bucket.s3.amazonaws.com/place_images/ChIJSSeC2lPqaDURRK8dbVNYEi8_1.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJSSeC2lPqaDURRK8dbVNYEi8_2.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJSSeC2lPqaDURRK8dbVNYEi8_3.jpg",35.1524479,129.0246685
강원특별자치도,동해시,한식,까치분식,033-535-3096,강원특별자치도 동해시 중앙시장길 2-1,잔치국수,2000,비빔국수,2000.0,ChIJISCiwgbHYTURnG3x5iMXhsA,"[{'open': {'day': 0, 'hour': 11, 'minute': 0}, 'close': {'day': 0, 'hour': 20, 'minute': 0}}, {'open': {'day': 1, 'hour': 11, 'minute': 0}, 'close': {'day': 1, 'hour': 20, 'minute': 0}}, {'open': {'day': 2, 'hour': 11, 'minute': 0}, 'close': {'day': 2, 'hour': 20, 'minute': 0}}, {'open': {'day': 3, 'hour': 11, 'minute': 0}, 'close': {'day': 3, 'hour': 20, 'minute': 0}}, {'open': {'day': 4, 'hour': 11, 'minute': 0}, 'close': {'day': 4, 'hour': 20, 'minute': 0}}, {'open': {'day': 5, 'hour': 11, 'minute': 0}, 'close': {'day': 5, 'hour': 20, 'minute': 0}}, {'open': {'day': 6, 'hour': 11, 'minute': 0}, 'close': {'day': 6, 'hour': 20, 'minute': 0}}]","['월요일: 11:00AM–8:00PM', '화요일: 11:00AM–8:00PM', '수요일: 11:00AM–8:00PM', '목요일: 11:00AM–8:00PM', '금요일: 11:00AM–8:00PM', '토요일: 11:00AM–8:00PM', '일요일: 11:00AM–8:00PM']",,37.5504497,129.1094159
전북특별자치도,전주시,한식,또와분식,063-273-2923,전북특별자치도 전주시 완산구 태평5길 41-5,찹쌀도너츠(3개),2000,찐빵(3개),2000.0,ChIJP64NQlwjcDURdDtqlsK-sE4,"[{'open': {'day': 1, 'hour': 10, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 10, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 10, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 10, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 10, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 10, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}]","['월요일: 10:00AM–10:00PM', '화요일: 10:00AM–10:00PM', '수요일: 10:00AM–10:00PM', '목요일: 10:00AM–10:00PM', '금요일: 10:00AM–10:00PM', '토요일: 10:00AM–10:00PM', '일요일: 휴무일']",,35.8241988,127.1431661
인천광역시,계양구,한식,공원앞떡볶이,032-546-6001,인천광역시 계양구 새벌로 108 (효성동) 상가동 1층 101호,떡볶이,3000,오뎅(3개),2000.0,ChIJ43uZsZR9ezURmZhGZL6aEck,[],[],,37.5265531,126.7168444
충청북도,청주시,한식,가이오청년밥상,043-271-1009,충청북도 청주시 서원구 사직대로164번길 27 (사창동) 1층,김치찌개,3000,궁채김밥,2000.0,ChIJzak4noEoZTUR5UKRqSmT47s,[],[],,36.6339421,127.4655577
충청남도,천안시,한식,윤경이네분식,041-555-8898,충청남도 천안시 동남구 버들1길 29(원성동),김밥,3000,떡볶이,2000.0,ChIJqWchLjkoezURHZS-tEMfLjY,[],[],,36.8046738,127.1531008
